brapa_gene	agi	identity	evalue	bitscore
BRARA.E03557	AT3G02820	81.6	2.21e-136	387
BRARA.E03558	AT3G02810	70.8	4.15e-234	655
BRARA.E03562	AT3G02750	75.9	5.9e-271	744
BRARA.E03563	AT3G02740	83.5	1.61e-299	816
BRARA.E03565	AT4G14980	65.4	1.13e-268	742
BRARA.E03566	AT3G02720	91	1.54e-272	739
BRARA.E03567	AT3G02680	81.4	1.73e-284	782
BRARA.E03568	AT3G02520	95	6.2e-172	474
BRARA.E03569	AT3G02530	96.4	0	1013
BRARA.E03572	AT3G02570	92.3	2.39e-291	790
BRARA.E03574	AT3G02600	88.6	1.56e-238	651
BRARA.E03575	AT3G02610	88.4	6.57e-262	714
BRARA.E03578	AT3G02470	92.6	1.13e-248	677
BRARA.E03580	AT3G02450	81.1	0	929
BRARA.E03581	AT3G02420	88.2	3.58e-184	512
BRARA.E03584	AT3G02300	94.5	0	914
BRARA.E03585	AT3G02290	83.9	5.65e-134	375
BRARA.E03586	AT3G02260	90.1	0	8928
BRARA.E03590	AT3G02230	97.5	2.12e-274	741
BRARA.E03591	AT3G02220	83	8.57e-122	344
BRARA.E03592	AT3G02210	89	0	865
BRARA.E03594	AT3G02190	94.1	9.48e-32	103
BRARA.E03596	AT3G02160	69.9	3.59e-165	467
BRARA.E03598	AT3G02140	67.2	3.01e-131	374
BRARA.E03599	AT3G02125	61.1	2.34e-123	358
BRARA.E03600	AT3G02110	91.1	0	902
BRARA.E03602	AT3G02100	80.8	7.02e-273	746
BRARA.E03603	AT3G02090	73.4	6.64e-240	664
BRARA.E03604	AT3G02080	98.6	4.16e-102	288
BRARA.E03605	AT3G01040	93.4	0	1011
BRARA.E03610	AT3G01100	90.3	0	1248
BRARA.E03611	AT3G01120	84	6.84e-314	857
BRARA.E03614	AT3G01150	91.8	1.02e-261	712
BRARA.E03615	AT3G01160	61.1	9.45e-197	572
BRARA.E03616	AT3G01170	77.1	2.81e-114	324
BRARA.E03617	AT3G01180	83.3	0	1286
BRARA.E03618	AT3G01190	88.2	2.3e-207	568
BRARA.E03622	AT3G01240	63.8	1.35e-46	146
BRARA.E03623	AT3G01250	73.2	2.37e-69	206
BRARA.E03625	AT3G19340	90.8	0	874
BRARA.E03626	AT3G01970	76.9	4.18e-69	204
BRARA.E03628	AT3G01960	81.3	4.62e-72	211
BRARA.E03629	AT3G01950	95.7	3.03e-43	133
BRARA.E03630	AT3G01940	98.6	1.45e-41	129
BRARA.E03632	AT3G01900	83.7	2.22e-295	806
BRARA.E03633	AT3G01870	71.6	0	877
BRARA.E03634	AT3G01840	66.8	3.87e-275	765
BRARA.E03636	AT3G01760	85.9	1.24e-275	752
BRARA.E03640	AT3G01660	87.4	2.66e-177	489
BRARA.E03643	AT3G01311	70.8	7.34e-143	403
BRARA.E03644	AT3G27425	61.2	3.46e-37	120
BRARA.E03646	AT3G01330	71.6	2.97e-170	478
BRARA.E03648	AT3G01350	85.1	0	917
BRARA.E03649	AT3G01360	84.7	1.64e-187	518
BRARA.E03650	AT3G01370	81.9	0	1543
BRARA.E03651	AT3G01380	93.2	0	1827
BRARA.E03652	AT3G01390	93.6	9.07e-61	181
BRARA.E03653	AT3G01420	85.1	0	1140
BRARA.E03655	AT3G01440	82.1	2.4e-128	360
BRARA.E03658	AT3G01470	65.6	4.65e-103	300
BRARA.E03659	AT3G01480	86.3	9.54e-264	721
BRARA.E03660	AT3G01490	91.5	3.97e-276	750
BRARA.E03662	AT3G01513	54.1	1.65e-55	174
BRARA.E03663	AT3G01516	69.4	1.6e-73	219
BRARA.E03664	AT3G01520	84.9	8.17e-104	296
BRARA.E03667	AT3G01630	86.7	0	894
BRARA.E03668	AT3G01650	76.2	2.14e-249	687
BRARA.F00001	AT1G56080	79.5	2.78e-137	390
BRARA.F00002	AT3G33530	86.1	0	2274
BRARA.F00003	AT4G00872	62.4	1.24e-67	203
BRARA.F00004	AT1G56110	95.3	8.16e-305	832
BRARA.F00005	AT5G25410	62.3	5.02e-175	491
BRARA.F00007	AT1G55960	75.9	1.5e-171	484
BRARA.F00009	AT1G56020	61.9	2.72e-123	358
BRARA.F00010	AT1G56060	78.3	1.1e-34	112
BRARA.F00011	AT5G01230	97.4	3.41e-224	610
BRARA.F00012	AT1G55830	71.6	5.21e-221	617
BRARA.F00014	AT1G55860	81	0	5459
BRARA.F00015	AT1G55870	79.1	0	1038
BRARA.F00016	AT1G55880	91.2	1.48e-258	707
BRARA.F00017	AT1G55820	58	1.06e-216	615
BRARA.F00022	AT1G55640	67.4	8.09e-82	240
BRARA.F00023	AT1G55630	84.2	1.93e-161	464
BRARA.F00027	AT1G55590	90.8	0	996
BRARA.F00029	AT1G55580	87.7	4.85e-246	677
BRARA.F00031	AT1G55550	70.7	0	1087
BRARA.F00034	AT1G55370	78.3	1.65e-188	524
BRARA.F00035	AT1G55365	63.1	4.1e-40	130
BRARA.F00036	AT1G55350	93.1	0	3901
BRARA.F00038	AT1G55320	87.1	0	1292
BRARA.F00040	AT1G55300	94.5	1.43e-92	270
BRARA.F00046	AT1G55205	81.5	5.96e-45	140
BRARA.F00048	AT1G55180	87.3	0	1395
BRARA.F00049	AT1G55170	82.7	2.47e-153	428
BRARA.F00050	AT1G55120	83.4	0	986
BRARA.F00054	AT1G54220	87	0	880
BRARA.F00055	AT1G54215	54.4	3.05e-20	81.3
BRARA.F00056	AT1G35435	61	1.25e-30	102
BRARA.F00057	AT1G54210	95.7	2.22e-61	181
BRARA.F00060	AT1G55690	79	1.97e-236	658
BRARA.F00065	AT1G54170	67.6	2.91e-238	669
BRARA.F00066	AT1G54160	72.2	4.76e-125	358
BRARA.F00067	AT1G54150	71.5	2.73e-189	528
BRARA.F00068	AT1G54130	86.1	0	1180
BRARA.F00071	AT1G54095	68.6	2.62e-64	192
BRARA.F00072	AT1G54080	88.6	3.73e-243	668
BRARA.F00073	AT1G54070	74	1.45e-59	179
BRARA.F00076	AT1G54040	77	1.79e-199	550
BRARA.F00077	AT1G54020	74	3.76e-212	585
BRARA.F00086	AT1G53880	88.5	1.68e-239	655
BRARA.F00088	AT1G53875	75	6.48e-106	303
BRARA.F00092	AT1G53840	80.7	0	909
BRARA.F00095	AT1G53770	74.9	4e-307	842
BRARA.F00096	AT1G53760	84.6	2.85e-162	450
BRARA.F00097	AT1G53750	99.5	3.83e-312	842
BRARA.F00103	AT1G53670	82.4	2.47e-121	341
BRARA.F00105	AT1G53645	65.2	2.08e-183	525
BRARA.F00109	AT1G53600	78.7	6.23e-251	712
BRARA.F00111	AT1G53560	72.5	1.93e-80	234
BRARA.F00112	AT1G79930	88.7	0	1403
BRARA.F00113	AT1G53520	74.3	3.04e-136	386
BRARA.F00114	AT1G53510	85.2	0	1004
BRARA.F00115	AT1G53500	94.3	0	1286
BRARA.F00116	AT1G53490	81.3	3.71e-176	489
BRARA.F00118	AT1G53450	79.7	1.83e-265	726
BRARA.F00124	AT1G53380	81.9	5.31e-259	710
BRARA.F00127	AT1G53250	70.9	8.86e-140	404
BRARA.F00132	AT1G53190	74.4	1.69e-251	693
BRARA.F00134	AT1G53163	69.3	3.24e-103	302
BRARA.F00137	AT1G53130	84	9.67e-74	218
BRARA.F00138	AT1G53110	54.2	1.11e-132	388
BRARA.F00139	AT1G53100	79.4	2.43e-240	660
BRARA.F00140	AT1G53080	90.3	6.67e-179	493
BRARA.F00142	AT1G53070	79.6	5.94e-159	442
BRARA.F00145	AT1G53035	94	6.53e-102	288
BRARA.F00146	AT1G53030	90.3	5.13e-45	138
BRARA.F00147	AT1G53025	63.7	1.6e-219	616
BRARA.F00148	AT1G53010	80.4	3.97e-96	275
BRARA.F00153	AT1G52980	91.5	0	936
BRARA.F00155	AT1G52920	85.1	2.5e-263	717
BRARA.F00156	AT1G52910	89.7	3.28e-110	311
BRARA.F00157	AT1G52900	89.9	9.8e-124	347
BRARA.F00159	AT1G52870	89.1	1.47e-232	636
BRARA.F00161	AT1G52880	68.8	7.43e-138	394
BRARA.F00162	AT1G52890	82.6	3.54e-193	532
BRARA.F00163	AT1G52855	94.1	8.11e-47	142
BRARA.F00164	AT1G52857	70.3	5.79e-24	85.1
BRARA.F00165	AT1G52830	74.7	1.18e-95	276
BRARA.F00167	AT1G52820	91.2	1.18e-219	599
BRARA.F00168	AT1G52810	75.1	4.74e-169	470
BRARA.F00169	AT1G52800	88.5	9.95e-213	582
BRARA.F00170	AT1G52790	91.3	4.61e-218	595
BRARA.F00171	AT1G52780	77.7	0	1622
BRARA.F00172	AT1G52770	80	6.84e-248	682
BRARA.F00174	AT1G52760	88.8	2.35e-221	605
BRARA.F00175	AT1G52750	82.3	0	1001
BRARA.F00176	AT1G52730	93.3	1.58e-240	654
BRARA.F00177	AT1G52695	64.2	2.39e-99	288
BRARA.F00178	AT1G52680	80.4	5.02e-52	159
BRARA.F00179	AT1G52660	87.6	1.92e-234	642
BRARA.F00180	AT1G52640	78.9	1.07e-127	382
BRARA.F00181	AT1G52630	90.9	1.6e-304	824
BRARA.F00182	AT1G52620	77.2	1.62e-148	455
BRARA.F00184	AT1G52580	87	5.7e-204	559
BRARA.F00185	AT1G52565	87.9	1.27e-65	194
BRARA.F00186	AT1G52560	80.2	2.34e-131	369
BRARA.F00194	AT1G52343	80.6	2.35e-120	342
BRARA.F00195	AT1G52340	85.5	1.13e-173	480
BRARA.F00196	AT1G52320	76.3	3.05e-317	886
BRARA.F00197	AT1G52315	73.8	3.35e-156	441
BRARA.F00205	AT1G52230	95.2	3.02e-96	273
BRARA.F00206	AT1G52220	80.1	4.95e-77	225
BRARA.F00207	AT1G52200	74.2	8.16e-104	296
BRARA.F00208	AT1G52190	92.1	0	1082
BRARA.F00209	AT1G52160	78.5	0	1300
BRARA.F00210	AT1G52155	95.6	2.7e-226	616
BRARA.F00211	AT1G52150	96.5	0	1597
BRARA.F00212	AT1G58160	61.4	7.93e-60	181
BRARA.F00214	AT1G60130	58.1	3.25e-228	644
BRARA.F00226	AT1G51890	70.7	0	1274
BRARA.F00230	AT1G51745	67.7	8.5e-249	698
BRARA.F00231	AT1G51740	90.6	2.61e-192	530
BRARA.F00232	AT1G51720	72.9	9.64e-308	843
BRARA.F00237	AT1G35660	76.6	0	1956
BRARA.F00238	AT5G44582	57.4	7.85e-15	62.4
BRARA.F00242	AT1G51620	71.7	1.86e-166	465
BRARA.F00244	AT1G51590	91.4	0	1030
BRARA.F00249	AT1G51538	54.8	2.42e-226	647
BRARA.F00250	AT1G51520	56.6	2.21e-163	470
BRARA.F00252	AT1G51460	88.3	0	1190
BRARA.F00253	AT1G51450	75.8	3.33e-171	489
BRARA.F00254	AT1G51440	79.8	9.55e-316	860
BRARA.F00257	AT1G51390	80.9	7.79e-151	422
BRARA.F00258	AT1G51355	76.2	1.38e-44	140
BRARA.F00259	AT1G51350	89.8	0	1110
BRARA.F00260	AT1G51220	84.9	4.41e-209	574
BRARA.F00261	AT1G51210	80.6	1.7e-257	706
BRARA.F00264	AT1G51170	85.4	8.56e-239	654
BRARA.F00265	AT1G51160	98.8	2.37e-125	348
BRARA.F00266	AT1G51140	79.6	4.83e-190	529
BRARA.F00267	AT1G51130	77.1	3.16e-208	577
BRARA.F00269	AT1G51110	88.1	1.04e-257	703
BRARA.F00270	AT1G51100	83.3	5.89e-110	313
BRARA.F00271	AT1G51080	75.5	2.22e-124	355
BRARA.F00276	AT1G49340	78.3	0	2707
BRARA.F00281	AT1G50820	51.1	5.21e-237	679
BRARA.F00283	AT1G50910	69.8	1.25e-209	588
BRARA.F00284	AT1G50900	89.5	5.43e-107	303
BRARA.F00285	AT1G50870	51.4	6.37e-115	341
BRARA.F00287	AT1G50830	56.8	2.74e-255	723
BRARA.F00289	AT1G50732	66.4	2.09e-44	140
BRARA.F00290	AT1G50730	76.6	0	1315
BRARA.F00291	AT1G50720	86.8	9.73e-36	120
BRARA.F00292	AT1G50710	93.6	8.68e-279	758
BRARA.F00295	AT1G50670	94.2	4.21e-145	402
BRARA.F00296	AT1G50660	75.9	0	927
BRARA.F00297	AT1G50650	77.4	1.68e-53	167
BRARA.F00300	AT1G50630	90.3	4.94e-292	793
BRARA.F00301	AT1G50600	88.5	0	885
BRARA.F00302	AT1G50570	76	3.94e-200	556
BRARA.F00303	AT1G50520	79.7	5.24e-298	815
BRARA.F00304	AT1G50510	94.5	1.51e-213	585
BRARA.F00306	AT1G02020	77.5	0	893
BRARA.F00307	AT1G50490	95.6	1.99e-125	350
BRARA.F00308	AT1G50480	95.2	0	1207
BRARA.F00309	AT1G50460	92.8	0	888
BRARA.F00310	AT1G50450	89.1	5.87e-277	754
BRARA.F00312	AT1G50410	74.3	0	1343
BRARA.F00314	AT1G50380	84.9	0	924
BRARA.F00315	AT1G50360	89.4	0	1999
BRARA.F00316	AT1G50320	79	7.83e-94	270
BRARA.F00317	AT1G50310	93	0	954
BRARA.F00325	AT1G50110	89	1.34e-234	640
BRARA.F00327	AT1G50060	72.8	1.92e-91	262
BRARA.F00328	AT1G50030	67.5	0	3024
BRARA.F00331	AT4G14960	100	0	904
BRARA.F00332	AT1G50000	90.2	8.38e-184	507
BRARA.F00333	AT1G49990	56.1	3.81e-154	442
BRARA.F00335	AT1G49980	86.6	0	1092
BRARA.F00337	AT1G49975	76.2	2.77e-55	168
BRARA.F00338	AT1G49950	77.4	2.15e-139	395
BRARA.F00339	AT1G49900	70.5	9.31e-34	132
BRARA.F00340	AT1G49890	81.3	5.03e-300	829
BRARA.F00342	AT1G42440	87.4	0	1348
BRARA.F00343	AT1G49590	83.7	1.36e-129	365
BRARA.F00344	AT1G49600	93.1	5.41e-201	562
BRARA.F00345	AT1G49620	54.5	9.37e-44	143
BRARA.F00346	AT1G49630	88.9	0	1878
BRARA.F00347	AT1G43171	62.9	3.66e-38	124
BRARA.F00348	AT1G49640	73	1.59e-168	470
BRARA.F00349	AT1G49650	75.5	1.03e-211	584
BRARA.F00356	AT1G49700	51.5	1.52e-30	108
BRARA.F00357	AT1G49710	85.8	0	880
BRARA.F00358	AT1G49720	70.5	1.46e-146	420
BRARA.F00359	AT1G49730	80.9	0	1039
BRARA.F00360	AT1G49740	87.2	3.31e-240	655
BRARA.F00361	AT1G49760	88.4	0	1053
BRARA.F00363	AT1G49820	91.6	7.62e-288	780
BRARA.F00369	AT1G49540	89.9	0	1533
BRARA.F00375	AT3G03410	63.1	9.51e-55	167
BRARA.F00376	AT1G48980	77	5.8e-172	479
BRARA.F00380	AT1G49010	78.9	5.83e-156	437
BRARA.F00383	AT1G49030	75.3	6.28e-119	337
BRARA.F00384	AT1G49040	91	0	2136
BRARA.F00385	AT1G49200	85.8	7.26e-141	392
BRARA.F00386	AT1G48920	75.1	7.65e-101	304
BRARA.F00391	AT1G49230	72.4	3.93e-106	304
BRARA.F00392	AT1G49270	89.1	8.43e-270	757
BRARA.F00395	AT1G49320	77	9.1e-164	455
BRARA.F00397	AT1G48910	79.3	7.32e-227	623
BRARA.F00400	AT1G48870	68.2	9.72e-263	729
BRARA.F00404	AT1G48790	87.2	0	870
BRARA.F00405	AT1G48780	68.4	7.82e-88	259
BRARA.F00410	AT1G48650	90.1	0	2104
BRARA.F00411	AT1G48635	74.9	1.24e-201	559
BRARA.F00415	AT4G02750	91.4	2.11e-253	722
BRARA.F00417	AT1G48600	94.5	0	917
BRARA.F00418	AT1G48580	69.2	1.83e-201	564
BRARA.F00420	AT1G48570	72.5	1.68e-163	467
BRARA.F00421	AT1G48560	61.1	6.44e-193	553
BRARA.F00424	AT1G48550	93	4.22e-218	596
BRARA.F00425	AT1G48540	77.7	0	1549
BRARA.F00427	AT1G48470	95.2	9.13e-260	704
BRARA.F00430	AT1G48420	85.9	3.37e-245	671
BRARA.F00437	AT2G47800	88.9	0	2608
BRARA.F00438	AT1G31740	79	0	1345
BRARA.F00439	AT1G48280	81.3	4.97e-269	744
BRARA.F00440	AT1G48270	94.5	3.3e-229	624
BRARA.F00446	AT1G48170	82.4	4.23e-83	240
BRARA.F00448	AT1G65500	66.3	2.28e-33	110
BRARA.F00449	AT1G48120	74.8	0	2028
BRARA.F00450	AT1G48110	70.6	6.46e-288	798
BRARA.F00451	AT1G48100	88.9	1.89e-311	845
BRARA.F00456	AT1G48040	84.2	1.41e-226	622
BRARA.F00457	AT1G48030	94.7	0	940
BRARA.F00460	AT1G47980	87.7	1.15e-196	541
BRARA.F00461	AT1G47970	65.1	5.45e-08	50.4
BRARA.F00462	AT1G47960	87.4	4.26e-84	245
BRARA.F00463	AT4G29120	86.8	2.11e-198	547
BRARA.F00464	AT1G07650	84.4	0	1369
BRARA.F00473	AT1G07725	73.1	1.72e-297	820
BRARA.F00475	AT1G07710	94.3	1.82e-191	546
BRARA.F00476	AT1G07705	84	0	947
BRARA.F00479	AT1G07830	91	7.71e-55	166
BRARA.F00484	AT1G07970	88	0	1166
BRARA.F00485	AT1G07960	87	2.45e-86	248
BRARA.F00486	AT1G62350	84.9	1.69e-144	404
BRARA.F00489	AT1G07985	82.8	3.4e-62	187
BRARA.F00491	AT1G08010	69.2	5.46e-134	380
BRARA.F00492	AT1G08030	81.7	7.72e-287	785
BRARA.F00494	AT1G08040	91.4	7.88e-271	734
BRARA.F00495	AT1G08060	53.6	0	1841
BRARA.F00496	AT1G08065	76.9	8.67e-160	444
BRARA.F00497	AT1G08070	84.2	0	1150
BRARA.F00498	AT1G08080	83.6	1.48e-166	461
BRARA.F00500	AT1G08090	95.3	0	1018
BRARA.F00502	AT1G08110	90.7	1.76e-160	443
BRARA.F00503	AT1G08125	85.5	1.47e-190	526
BRARA.F00504	AT1G08140	71.7	0	1183
BRARA.F00505	AT1G08160	90.2	6.04e-118	333
BRARA.F00506	AT1G08170	54.1	5.41e-53	171
BRARA.F00508	AT1G08190	92	0	1724
BRARA.F00509	AT1G08200	96.7	2.99e-288	779
BRARA.F00510	AT3G50685	88	1.4e-66	199
BRARA.F00511	AT1G08260	88.5	0	3833
BRARA.F00513	AT1G08280	79.4	7.75e-228	627
BRARA.F00515	AT1G08300	67.2	8.35e-303	843
BRARA.F00516	AT1G08310	84.8	3.97e-205	563
BRARA.F00517	AT1G08315	87.5	8.93e-184	509
BRARA.F00518	AT1G08320	90.8	5.34e-296	806
BRARA.F00519	AT1G08340	74.9	1.87e-171	479
BRARA.F00520	AT1G08350	85.3	0	991
BRARA.F00522	AT1G08370	77.6	1.78e-187	522
BRARA.F00523	AT1G08380	90.2	1.66e-92	263
BRARA.F00524	AT1G08390	85.6	5.72e-81	234
BRARA.F00525	AT1G08400	77.2	0	1177
BRARA.F00528	AT1G08470	89.1	1.53e-264	719
BRARA.F00529	AT1G08480	86.6	6.09e-89	254
BRARA.F00530	AT1G08490	89.4	7.78e-299	812
BRARA.F00532	AT1G08520	92.5	0	1214
BRARA.F00533	AT1G08530	67.5	1.67e-97	285
BRARA.F00535	AT1G08550	85.3	2.17e-280	765
BRARA.F00537	AT1G08570	79.6	8.93e-147	411
BRARA.F00539	AT1G08600	85.9	0	2238
BRARA.F00542	AT1G08640	85	2.43e-164	457
BRARA.F00543	AT1G08650	90.3	1.25e-194	533
BRARA.F00544	AT1G08130	82.2	0	986
BRARA.F00545	AT1G08135	71.3	0	1008
BRARA.F00547	AT1G08680	76.8	0	934
BRARA.F00548	AT1G08700	80.5	8.69e-229	633
BRARA.F00549	AT1G08710	82.4	1.28e-128	365
BRARA.F00551	AT1G08750	91.6	2.56e-252	688
BRARA.F00552	AT1G08760	79.7	0	1052
BRARA.F00553	AT1G08770	75.9	1.15e-101	292
BRARA.F00554	AT1G08780	83.7	5.41e-71	208
BRARA.F00555	AT1G08790	88.5	1.77e-101	290
BRARA.F00556	AT1G08800	55.3	0	923
BRARA.F00558	AT1G08820	72	6.65e-178	499
BRARA.F00559	AT1G08830	95.4	6.25e-106	298
BRARA.F00561	AT1G08880	97.2	3.04e-90	258
BRARA.F00562	AT1G08900	83.6	1.55e-274	750
BRARA.F00564	AT1G08920	88.1	3.63e-309	839
BRARA.F00566	AT1G08940	88.6	1.32e-184	508
BRARA.F00567	AT1G54830	83.4	5.87e-123	347
BRARA.F00568	AT1G09000	82.2	0	1045
BRARA.F00569	AT1G09010	87.1	0	1734
BRARA.F00570	AT1G09020	93	0	917
BRARA.F00572	AT1G09030	84.9	1.01e-78	228
BRARA.F00573	AT2G19610	64.1	3.95e-173	489
BRARA.F00574	AT1G09040	62.3	0	948
BRARA.F00576	AT1G09140	94.3	5.62e-129	365
BRARA.F00580	AT1G09190	88.4	2.11e-288	787
BRARA.F00582	AT1G09210	94.2	1.99e-218	605
BRARA.F00583	AT1G09230	82.1	3.56e-245	674
BRARA.F00584	AT1G09240	87.3	9.24e-201	552
BRARA.F00585	AT1G09250	74.3	3.45e-83	245
BRARA.F00587	AT1G09270	88.7	6.79e-290	796
BRARA.F00588	AT1G09280	88	0	1048
BRARA.F00589	AT1G09310	88.3	7.73e-87	252
BRARA.F00591	AT1G09330	95.7	2.99e-122	342
BRARA.F00592	AT1G09340	97.1	5.14e-169	472
BRARA.F00595	AT1G09360	55.1	5.63e-60	185
BRARA.F00596	AT1G09370	62.5	6.24e-74	219
BRARA.F00598	AT1G09380	83.1	3.74e-220	606
BRARA.F00599	AT1G09390	88.9	4.08e-247	673
BRARA.F00602	AT1G09440	87.3	1.34e-289	788
BRARA.F00603	AT1G09460	75.9	5.84e-129	369
BRARA.F00604	AT1G09470	67.1	5.76e-123	355
BRARA.F00605	AT1G09480	79.2	2.68e-186	517
BRARA.F00608	AT1G09520	67.3	1.99e-86	256
BRARA.F00609	AT1G09530	73.3	5.25e-237	661
BRARA.F00612	AT1G09570	95.7	0	2129
BRARA.F00613	AT1G09575	84.8	2.13e-167	465
BRARA.F00615	AT1G09690	96.3	5.21e-113	317
BRARA.F00617	AT1G09620	87.2	0	1922
BRARA.F00618	AT1G09630	96.3	1.02e-145	404
BRARA.F00622	AT1G09665	90.3	8.04e-90	259
BRARA.F00623	AT1G09680	72.1	2.07e-126	384
BRARA.F00626	AT1G09710	55.5	1.98e-191	551
BRARA.F00627	AT1G09720	70.6	0	1123
BRARA.F00628	AT1G09730	66.6	0	1213
BRARA.F00629	AT1G09740	88.8	3.17e-106	300
BRARA.F00632	AT1G09790	82.8	8.91e-283	770
BRARA.F00633	AT1G09794	92.1	4.25e-40	125
BRARA.F00634	AT1G09795	86.5	2.52e-246	674
BRARA.F00635	AT4G38225	74.2	9.9e-180	501
BRARA.F00636	AT1G09800	82.1	2.19e-216	595
BRARA.F00638	AT1G09810	69.5	4.59e-223	622
BRARA.F00639	AT1G09812	81.7	4.87e-72	211
BRARA.F00640	AT1G09815	83.9	2.87e-75	218
BRARA.F00641	AT1G09820	77.4	1.08e-125	383
BRARA.F00642	AT1G09830	86.6	1.66e-309	845
BRARA.F00643	AT1G09840	95.4	5.46e-297	803
BRARA.F00644	AT1G09850	88.6	2.42e-281	766
BRARA.F00645	AT1G09860	75.6	4.78e-191	533
BRARA.F00647	AT1G09880	85	0	1245
BRARA.F00648	AT1G09890	90.3	0	1253
BRARA.F00649	AT1G09900	84.6	5.05e-66	225
BRARA.F00650	AT1G09910	89.9	0	1295
BRARA.F00652	AT1G09932	72.4	2.31e-131	371
BRARA.F00653	AT1G09935	93.1	3.99e-159	439
BRARA.F00654	AT1G09950	85.3	2.99e-133	374
BRARA.F00655	AT1G09960	89.6	0	906
BRARA.F00656	AT1G09970	88.5	1.19e-310	883
BRARA.F00660	AT1G10010	85.5	8.09e-301	818
BRARA.F00661	AT1G10020	86.7	1.88e-284	775
BRARA.F00662	AT1G10030	96.1	1.35e-89	255
BRARA.F00664	AT1G10070	89.9	2.3e-257	701
BRARA.F00666	AT1G10130	67	0	1180
BRARA.F00668	AT1G10155	85.3	1.1e-118	333
BRARA.F00669	AT1G10170	78.9	0	1801
BRARA.F00672	AT1G10200	99.5	3.29e-149	410
BRARA.F00673	AT1G10210	96.7	3.93e-249	678
BRARA.F00674	AT1G10220	70.7	9.4e-85	249
BRARA.F00675	AT5G35360	90.2	0	927
BRARA.F00676	AT1G10240	94.1	0	1311
BRARA.F00678	AT1G10280	88.1	2.8e-275	748
BRARA.F00679	AT1G10290	93.2	0	1551
BRARA.F00683	AT1G10330	68.5	2.39e-219	611
BRARA.F00685	AT1G10370	84.6	2.09e-143	399
BRARA.F00686	AT1G10380	90.6	1.98e-203	557
BRARA.F00688	AT1G10410	83.5	4.49e-291	795
BRARA.F00689	AT1G10417	62.7	1e-161	461
BRARA.F00690	AT1G59640	68.8	3.67e-88	265
BRARA.F00691	AT1G10430	97.4	5.5e-233	632
BRARA.F00692	AT1G10450	68.6	0	1376
BRARA.F00696	AT1G10500	86.2	4.52e-103	293
BRARA.F00698	AT1G10522	82.4	1.83e-98	281
BRARA.F00699	AT1G10560	75.3	0	1042
BRARA.F00700	AT1G10570	67.7	2.25e-254	707
BRARA.F00703	AT1G10580	87.3	0	1032
BRARA.F00706	AT2G39540	84.1	6.04e-51	154
BRARA.F00707	AT1G10590	90.1	4.93e-87	250
BRARA.F00708	AT1G10600	91.1	7.44e-149	412
BRARA.F00709	AT1G10610	67.6	7.09e-191	535
BRARA.F00713	AT1G10657	71.2	8.66e-62	183
BRARA.F00714	AT1G10660	82.5	2.14e-197	543
BRARA.F00716	AT1G10700	93.9	5.04e-277	752
BRARA.F00721	AT1G10790	55.1	2.56e-99	296
BRARA.F00722	AT1G10800	82.8	1.54e-128	362
BRARA.F00724	AT1G10830	86.9	1.9e-229	628
BRARA.F00726	AT1G10850	86.6	0	974
BRARA.F00727	AT1G10870	87.8	0	1324
BRARA.F00728	AT1G10880	85.7	3.95e-221	617
BRARA.F00730	AT1G10890	75.3	1.13e-50	168
BRARA.F00732	AT1G10910	86.1	8.21e-270	755
BRARA.F00735	AT1G10950	94.6	0	1112
BRARA.F00739	AT1G11070	65.6	6.5e-247	703
BRARA.F00740	AT1G11080	89.2	0	911
BRARA.F00741	AT1G11112	78.8	3.45e-32	106
BRARA.F00742	AT1G11120	73.3	6.78e-73	216
BRARA.F00743	AT1G11125	66.5	6.56e-67	208
BRARA.F00744	AT1G11130	85.4	0	1103
BRARA.F00745	AT1G11170	85.4	6.81e-258	706
BRARA.F00746	AT1G11180	84.2	1.47e-167	466
BRARA.F00748	AT1G11210	58.2	2.05e-97	288
BRARA.F00750	AT1G11240	75.1	5.21e-72	216
BRARA.F00754	AT1G11320	74.8	4.31e-217	602
BRARA.F00755	AT1G11330	79.4	0	1356
BRARA.F00757	AT1G11340	78.3	0	1300
BRARA.F00758	AT1G11350	72.9	0	1209
BRARA.F00759	AT1G11360	91.8	5.62e-156	432
BRARA.F00760	AT1G11380	83.3	8.8e-150	417
BRARA.F00761	AT1G11390	86.8	0	1073
BRARA.F00763	AT1G80740	64.6	0	1026
BRARA.F00766	AT1G11410	83.8	0	1442
BRARA.F00768	AT1G11440	59.6	1.88e-120	352
BRARA.F00769	AT1G11475	97.2	2.54e-49	149
BRARA.F00770	AT1G11480	73.3	8.15e-280	773
BRARA.F00771	AT1G11490	73.9	7.78e-185	515
BRARA.F00772	AT1G11500	83.8	4.47e-99	283
BRARA.F00773	AT1G11510	50.1	1.21e-63	205
BRARA.F00774	AT1G11545	93.2	5.61e-224	609
BRARA.F00776	AT1G11572	83.1	3.87e-50	152
BRARA.F00778	AT1G11630	74.4	7.36e-131	381
BRARA.F00780	AT1G11660	89.5	0	1311
BRARA.F00781	AT1G11680	93	0	925
BRARA.F00783	AT1G11700	85.9	5.19e-86	252
BRARA.F00784	AT1G11710	73.7	3.7e-131	400
BRARA.F00786	AT1G11730	85.2	8.43e-244	666
BRARA.F00787	AT1G11740	72.2	8.57999e-319	878
BRARA.F00789	AT1G11770	84.1	0	912
BRARA.F00790	AT1G11790	87.2	5.96e-250	682
