"","CWRU004174_S1","CWRU004175_S2","CWRU004176_S3","CWRU004177_S4","CWRU004178_S5","CWRU004179_S6","CWRU004180_S7","CWRU004181_S8","CWRU004182_S9","CWRU004183_S10","CWRU004184_S11","CWRU004185_S12","CWRU004186_S13","CWRU004187_S14"
"AT4G19030",6,16,14,10,9,12,10,16,54,9,15,5,15,18
"AT4G19035",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19038",0,0,1,0,0,1,0,0,0,0,0,0,0,1
"AT4G19040",98,98,324,112,174,200,365,253,292,111,141,60,336,265
"AT4G19045",15,29,73,19,21,40,55,36,71,19,17,5,54,54
"AT4G19050",2,6,8,9,3,14,6,11,16,4,8,2,16,10
"AT4G19060",32,29,102,40,51,65,123,71,75,32,30,21,82,84
"AT4G19070",14,11,54,14,29,40,86,34,73,16,21,14,51,47
"AT4G19080",4,8,14,2,11,5,11,6,6,11,3,5,15,4
"AT4G19090",16,24,66,24,32,27,73,56,48,20,17,6,48,54
"AT4G19095",0,0,3,2,2,3,3,2,4,2,2,0,3,3
"AT4G19100",33,40,69,34,48,49,66,64,88,37,45,13,82,59
"AT4G19110",1113,1046,2728,1295,1640,1769,3674,1829,2647,1120,1289,720,2594,2669
"AT4G19120",382,289,954,412,543,820,1250,803,1022,444,332,171,1128,1048
"AT4G19130",2,4,10,11,7,12,27,9,17,4,9,5,29,23
"AT4G19140",73,66,215,72,93,119,235,102,153,74,68,44,199,171
"AT4G19150",56,69,161,60,83,108,187,98,169,65,84,41,181,144
"AT4G19160",2021,1250,3556,1630,2804,1793,3889,1881,2844,1356,1786,1075,3561,3355
"AT4G19170",95,149,319,141,176,229,560,241,429,104,151,74,259,329
"AT4G19180",106,91,244,116,135,200,345,199,280,89,124,65,292,251
"AT4G19185",55,56,118,59,76,90,158,115,145,61,49,30,151,147
"AT4G19190",164,153,321,170,177,235,488,238,350,142,184,92,274,337
"AT4G19191",7,4,13,10,7,13,22,11,14,13,11,6,27,23
"AT4G19200",813,664,1517,760,975,1187,1884,1065,1773,716,745,385,1550,1654
"AT4G19210",711,707,1501,828,1002,1052,2213,1099,1724,615,792,488,1431,1559
"AT4G19220",4,7,16,7,8,19,19,12,15,8,2,5,11,15
"AT4G19230",52,51,167,68,56,109,159,128,131,57,54,37,214,119
"AT4G19240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19275",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19350",46,50,141,74,74,103,196,113,185,71,56,37,170,148
"AT4G19360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19370",19,15,35,13,31,15,56,26,38,20,9,9,58,39
"AT4G19380",11,33,52,27,32,36,98,43,52,18,15,13,58,60
"AT4G19390",86,83,192,109,110,120,281,111,208,77,85,46,219,148
"AT4G19395",0,0,0,0,2,0,0,0,0,0,0,1,0,1
"AT4G19400",23.23,7.95,42.23,7.47,22,40.91,61.87,47,76.14,25,17.55,8,49.66,54.05
"AT4G19410",529.77,445.05,1089.77,564.53,661,634.09,1289.13,710,1185.86,482,528.45,268,1141.34,1119.95
"AT4G19420",754,316,1188,443,824,539,1662,566,982,519,476,279,1086,917
"AT4G19430",4,0,2,0,0,0,5,0,0,1,2,0,3,0
"AT4G19440",32,54,158,57,80,81,164,107,158,53,52,32,175,153
"AT4G19450",140,117,261,132,177,221,405,215,296,129,113,84,291,267
"AT4G19460",4,2,3,1,3,1,3,1,4,0,2,4,1,5
"AT4G19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19485",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19490",377,353,1107,399,563,760,1442,721,1048,438,407,255,1067,1041
"AT4G19500",358,303,821,330,511,668,1286,657,932,421,379,219,1018,883
"AT4G19510",349,293,919,370,514,642,1210,676,880,372,322,200,1083,867
"AT4G19520",546,337,1097,429,832,597,1460,655,868,440,485,340,1258,1118
"AT4G19530",816,688,1555,746,1151,981,2839,928,1538,657,968,526,1443,1555
"AT4G19540",32,42,95,37,48,61,128,73,111,43,48,19,111,93
"AT4G19550",11,7,32,18,18,27,50,31,36,16,13,5,37,33
"AT4G19560",3,5,4,6,2,3,8,12,21,5,6,1,5,8
"AT4G19570",2,1,4,1,0,5,4,4,5,1,1,1,6,1
"AT4G19580",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"AT4G19590",0,1,4,0,0,3,1,2,1,1,0,0,2,2
"AT4G19600",174,142,429,182,227,282,583,279,381,172,166,112,391,396
"AT4G19610",102,137,324,150,156,275,429,258,355,109,154,79,308,309
"AT4G19620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19630",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AT4G19640",434,379,997,450,612,637,1242,626,951,377,420,253,1004,876
"AT4G19645",17,16,18,16,20,23,64,17,32,13,17,7,21,32
"AT4G19650",16,16,57,28,34,38,105,48,58,22,22,22,64,64
"AT4G19660",109,68,276,90,154,157,293,140,240,116,89,46,284,201
"AT4G19670",250,226,731,267,352,492,903,538,680,269,236,143,716,607
"AT4G19680",7,5,21,3,9,9,18,4,15,9,3,1,15,12
"AT4G19690",4,10,30,18,18,18,48,61,37,6,29,1,50,27
"AT4G19700",124,74,277,119,159,155,294,166,245,113,98,66,250,213
"AT4G19710",98,121,285,167,141,223,377,261,345,150,109,66,301,276
"AT4G19720",3,3,13,0,1,5,4,3,12,2,6,1,11,3
"AT4G19730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19740",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AT4G19750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19770",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AT4G19800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19810",17,31,52,23,45,25,69,44,54,21,31,10,44,39
"AT4G19820",8,19,33,14,16,13,55,11,29,9,10,8,33,23
"AT4G19830",41,49,89,53,67,54,143,71,109,44,50,27,76,109
"AT4G19840",462,401,367,464,226,391,230,436,1210,294,405,264,384,509
"AT4G19850",0,0,5,0,0,1,0,1,3,1,2,0,0,1
"AT4G19860",1436,1023,2614,1157,1786,1780,4096,1857,3261,1210,1381,656,2794,2589
"AT4G19865",20,21,60,19,22,44,82,52,56,28,15,11,52,59
"AT4G19870",34,52,105,42,58,72,144,74,95,30,45,29,92,94
"AT4G19880",172,181,583,175,245,325,582,327,570,198,207,106,593,385
"AT4G19890",28,45,96,46,38,84,144,87,110,60,41,27,127,108
"AT4G19900",66,56,155,68,69,109,233,119,195,63,72,38,183,155
"AT4G19905",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19920",2,2,14,2,4,4,8,9,15,2,0,0,15,14
"AT4G19925",1,0,0,0,0,0,1,1,0,0,0,0,2,0
"AT4G19930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19940",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G19950",18,22,60,23,30,29,86,33,39,23,24,5,75,44
"AT4G19960",73,59,187,57,98,119,246,106,164,62,73,61,186,175
"AT4G19970",0,0,0,1,0,0,0,1,11,0,1,0,0,0
"AT4G19975",2,8,14,4,5,4,7,13,13,8,4,1,27,13
"AT4G19980",0,2,0,3,0,3,1,2,1,0,2,1,1,1
"AT4G19985",12,25,37,22,17,37,59,43,66,25,13,10,56,40
"AT4G19990",73,57,168,73,106,164,264,132,192,80,76,37,245,159
"AT4G20000",2,2,21,1,9,5,20,12,9,4,1,1,13,12
"AT4G20010",38,57,137,63,63,72,162,89,128,46,52,33,135,127
"AT4G20020",36,72,122,58,51,68,155,117,145,47,55,37,105,141
"AT4G20030",31,22,56,22,38,52,58,46,57,15,37,22,51,58
"AT4G20040",0,2,7,2,3,3,12,4,10,1,3,0,7,4
"AT4G20050",1,1,4,0,3,0,4,2,7,0,2,1,5,2
"AT4G20060",45,49,133,53,47,91,221,95,125,37,51,17,168,120
"AT4G20070",197,193,384,178,238,414,766,339,733,184,188,101,358,426
"AT4G20080",0,0,0,0,0,3,0,2,3,0,0,0,2,1
"AT4G20090",7,15,48,25,22,42,47,45,28,24,21,12,56,50
"AT4G20095",0,0,0,2,0,2,1,2,3,0,0,0,0,3
"AT4G20100",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AT4G20110",209,215,727,225,370,314,691,404,578,228,207,104,656,446
"AT4G20115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20130",102,116,250,107,113,218,293,198,312,131,136,70,243,317
"AT4G20140",42,50,174,68,58,108,212,94,136,82,42,22,146,135
"AT4G20150",276,293,818,305,376,542,787,549,812,327,299,147,804,649
"AT4G20160",0,1,1,0,1,1,1,0,1,1,0,0,1,2
"AT4G20170",131,118,349,134,181,252,452,230,378,146,131,86,343,318
"AT4G20190",0,0,0,0,1,2,0,1,0,0,1,0,0,3
"AT4G20200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20210",0,3,6,1,2,0,3,4,3,2,6,0,4,1
"AT4G20220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20230",11,15,36,17,17,16,44,24,62,7,6,10,22,16
"AT4G20235",1,5,6,3,1,3,6,6,10,2,5,1,9,12
"AT4G20240",8,13,15,22,17,13,6,12,28,10,7,2,12,13
"AT4G20250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20260",3218,2475,8523,3179,4721,5127,11613,4909,7028,3370,3098,1739,8486,7583
"AT4G20270",191,273,537,249,252,437,521,478,689,220,292,142,466,575
"AT4G20280",157,168,288,153,179,219,426,262,364,124,159,95,303,285
"AT4G20290",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AT4G20300",178,225,560,212,322,399,738,381,552,212,223,127,546,507
"AT4G20310",14,22,69,21,26,40,60,57,50,15,13,10,64,41
"AT4G20320",103,130,340,135,149,217,420,228,386,133,133,53,430,277
"AT4G20325",12,11,27,11,15,26,32,27,30,14,8,8,19,26
"AT4G20330",210,223,435,220,259,305,684,322,546,185,202,124,458,454
"AT4G20340",16,30,91,34,51,50,134,48,86,45,31,22,90,68
"AT4G20350",9,9,26,5,7,33,25,24,28,14,8,4,41,29
"AT4G20360",1442,1358,2619,1607,1835,2189,4344,1977,3479,1261,1649,895,2283,2807
"AT4G20362",7,8,60,15,12,8,26,4,22,10,7,4,22,15
"AT4G20370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20380",214.32,160.42,416,191,249.36,311.49,547.68,296,437.67,163,198.67,112,415.62,447.67
"AT4G20390",18.68,13.58,83,34,33.64,32.51,72.32,41,70.33,25,17.33,12,64.38,50.33
"AT4G20400",193,246,580,281,279,437,722,518,622,273,258,180,586,610
"AT4G20410",189,194,461,227,269,361,707,335,540,227,177,101,488,486
"AT4G20420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20430",44,55,148,47,41,148,165,175,204,60,58,26,144,135
"AT4G20440",96,131,291,152,162,221,402,224,338,131,109,70,250,335
"AT4G20450",0,4,2,2,2,5,5,2,4,0,0,0,7,2
"AT4G20460",10,9,25.45,11,12,13.13,31.89,17,42,11.66,7,5,43,31
"AT4G20470",0,0,2.55,0,0,4.87,1.11,0,0,1.34,0,0,0,0
"AT4G20480",133,125,338,142,192,226,414,220,345,132,140,72,342,276
"AT4G20520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20535",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20545",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20555",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20565",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20575",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20645",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20690",0,0,8,1,1,1,0,1,0,0,0,0,3,0
"AT4G20700",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AT4G20703",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20707",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20720",268.5,295.85,722.82,331.72,405.48,477.83,974.93,455.55,792.2,306.43,354.44,201.85,707.23,627.09
"AT4G20735",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20740",43,52,127,57,71,69,139,96,112,53,33,26,118,104
"AT4G20760",23,19,42,16,20,48,79,45,69,26,20,8,57,68
"AT4G20770",1,3,10,5,2,4,8,7,7,2,0,0,8,2
"AT4G20780",12,30,93,20,22,35,108,53,73,25,19,7,88,57
"AT4G20790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20820",20,18,81,28,44,30,84,31,57,18,24,22,72,51
"AT4G20830",319,292,908,329,514,675,1014,570,792,336,303,192,927,848
"AT4G20835",0,0,6,0,2,0,0,3,4,0,0,0,0,0
"AT4G20840",68,65,197,94,95,132,261,110,194,61,71,38,199,218
"AT4G20850",1244,953,2404,1116,1616,1609,3200,1714,2263,1194,1124,738,2422,2449
"AT4G20860",290,136,566,242,332,207,580,221,237,145,218,185,411,352
"AT4G20870",354,401,982,373,501,705,1415,622,1055,393,463,211,925,1017
"AT4G20880",113,94,302,112,155,199,409,219,324,126,122,81,315,290
"AT4G20890",691,789,2014,947,1094,1614,3091,1912,2320,784,832,447,2449,2365
"AT4G20900",0,0,1,0,0,1,0,1,0,0,0,0,1,0
"AT4G20910",24,30,79,34,27,61,80,68,126,36,48,15,75,78
"AT4G20920",0,0,2,1,0,1,7,4,5,2,1,3,4,1
"AT4G20930",130,85,321,134,160,186,367,228,234,106,139,100,290,305
"AT4G20935",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AT4G20940",51,60,134,87,56,144,134,161,220,87,60,35,155,181
"AT4G20947",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G20953",0,1,0,0,1,0,1,0,0,0,0,0,0,0
"AT4G20960",60,52,136,62,79,109,192,123,160,70,48,51,131,115
"AT4G20970",0,0,1,0,2,0,0,2,0,0,0,0,0,0
"AT4G20980",123,174,395,169,198,331,565,365,412,176,167,89,412,418
"AT4G20990",0,0,0,0,0,2,1,0,1,0,0,0,0,4
"AT4G21000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21020",0,0,1,0,0,0,0,2,1,0,1,4,0,0
"AT4G21030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21060",26,34,97,36,45,82,122,74,87,31,43,17,116,79
"AT4G21063",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21065",4,2,21,3,8,13,13,13,24,5,7,1,23,17
"AT4G21070",16,14,45,11,25,55,84,31,70,19,34,21,100,85
"AT4G21080",0,0,0,0,0,0,0,1,0,0,0,0,1,1
"AT4G21090",49,66,155,78,75,103,186,121,145,45,64,41,136,121
"AT4G21100",142,185,414,198,243,347,589,341,531,164,216,126,467,459
"AT4G21105",230,188,596,212,291,429,780,446,606,206,217,105,637,531
"AT4G21110",259,276,620,266,321,365,757,342,644,231,299,170,515,555
"AT4G21120",39,20,104,34,58,38,100,57,61,25,18,25,86,66
"AT4G21130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21140",6,8,22,9,9,12,17,16,28,5,10,2,11,11
"AT4G21150",362,391,1033,419,466,750,1296,789,1209,426,433,191,1001,1030
"AT4G21160",289,228,616,288,398,415,1079,449,648,254,293,142,625,624
"AT4G21170",17,21,44,10,17,24,29,25,36,22,20,4,28,35
"AT4G21180",78,103,206,117,102,199,248,195,271,98,100,48,250,206
"AT4G21190",39,41,109,60,56,91,174,69,116,47,48,26,114,121
"AT4G21192",74,57,136,58,72,104,200,69,154,53,82,36,139,147
"AT4G21200",2,0,8,0,0,3,6,0,1,4,0,0,2,3
"AT4G21210",76,70,187,96,110,156,360,173,242,76,72,45,183,180
"AT4G21213",0,0,3,0,0,0,0,0,0,1,0,0,0,0
"AT4G21215",85,74,301,109,172,146,356,155,217,80,100,54,314,244
"AT4G21220",6,11,26,3,2,14,20,12,19,7,6,4,24,16
"AT4G21230",13,24,74,21,27,62,75,53,59,28,15,2,102,48
"AT4G21240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21250",0,1,0,0,0,0,2,0,0,0,0,0,0,3
"AT4G21260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21270",12,19,53,22,21,40,76,58,82,16,20,7,33,49
"AT4G21280",251,220,541,252,344,496,1008,492,1066,316,320,106,526,596
"AT4G21300",15,18,50,16,19,39,42,34,42,15,11,11,76,28
"AT4G21310",5,5,13,17,12,24,23,18,22,10,10,7,21,30
"AT4G21320",74,71,139,61,127,85,215,98,144,60,81,42,121,118
"AT4G21323",24,17,68,27,37,43,103,28,39,24,20,22,83,52
"AT4G21326",89,64,261,100,135,163,263,184,178,105,82,46,343,200
"AT4G21330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21340",3,3,23,9,6,13,32,11,14,7,6,3,24,16
"AT4G21350",59,70,156,67,89,94,192,87,145,45,81,49,153,141
"AT4G21362",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21366",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21380",1,0,5,1,1,1,13,3,1,3,0,0,8,4
"AT4G21390",24,15,80,24,26,40,76,39,51,20,13,10,79,53
"AT4G21400",138.05,89,401.8,170.1,195.12,346.74,456.88,305.72,296.34,174,132.18,121.26,514.02,506.81
"AT4G21410",170.95,228,654.2,258.9,311.88,466.26,745.12,454.28,495.66,233,210.82,134.74,796.98,743.19
"AT4G21430",34,47,99,52,51,67,139,85,86,52,54,21,107,84
"AT4G21440",4,3,11,4,11,6,24,7,6,8,2,4,18,5
"AT4G21445",51,54,66,43,68,74,116,61,96,42,67,40,103,103
"AT4G21450",855,882,1760,857,1196,1249,2341,1208,1784,749,976,607,1779,1850
"AT4G21460",61,55,128,69.74,55,101,163,97,164.71,59,64,34.79,143,138
"AT4G21470",106,91,166,96,126,143,241,135,203,105,87,64,206,209
"AT4G21480",6,10,11,13,11,12,18,6,20,10,5,2,15,15
"AT4G21490",1,0,2,1,3,2,2,7,4,0,1,3,1,9
"AT4G21500",35,21,66,36,49,64,116,35,83,34,35,13,70,66
"AT4G21510",60,60,208,85,99,125,296,86,168,82,87,46,171,191
"AT4G21515",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21520",20,20,38,26,23,37,61,37,58,24,19,14,46,56
"AT4G21530",35,34,86,31,43,51,134,83,100,34,30,17,69,79
"AT4G21534",229,126,342,151,259,245,531,212,345,167,204,111,356,327
"AT4G21540",198,217,536,243,322,321,747,363,480,217,226,141,531,405
"AT4G21550",14,18,46,16,13,27,53,32,50,14,19,6,47,44
"AT4G21560",169,157,380,180,233,255,472,209,387,151,210,121,398,375
"AT4G21570",197,161,510,250,239,450,632,414,585,224,197,95,690,521
"AT4G21580",258,218,562,215,340,357,712,353,534,251,270,113,509,466
"AT4G21585",11,18,58,16,34,47,70,31,52,24,18,15,50,59
"AT4G21590",3,1,5,0,3,2,5,0,6,4,1,0,16,10
"AT4G21595",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21600",58,63,184,44,72,93,163,122,188,58,58,25,177,128
"AT4G21610",25,20,52,24,27,48,57,38,80,31,25,13,59,54
"AT4G21620",142,120,408,163,206,359,626,305,402,165,150,68,562,422
"AT4G21630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21650",906,763,1989,661,957,1334,1189,1622,2273,968,621,272,2125,1629
"AT4G21660",549,552,1234,685,745,880,1722,921,1249,561,593,409,1163,1226
"AT4G21670",134,147,403,170,219,282,505,282,437,128,152,98,450,390
"AT4G21680",32,12,60,24,36,20,18,34,32,17,28,11,58,42
"AT4G21690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21700",30,58,144,60,73,101,154,122,133,67,49,30,152,115
"AT4G21705",15,18,44,17,19,30,33,33,44,20,15,5,39,26
"AT4G21710",861,872,1746,924,1094,1219,2283,1350,1877,717,885,634,1685,1734
"AT4G21720",4,6,15,6,17,17,32,10,23,6,5,1,23,17
"AT4G21740",29,18,64,20,41,47,120,38,86,32,19,24,74,51
"AT4G21745",1,3,12,5,1,3,22,5,10,1,1,1,4,5
"AT4G21750",380,454,1056,491,621,822,1707,826,1134,438,501,260,1202,1113
"AT4G21760",1,2,5,1,4,4,3,1,4,5,0,1,3,1
"AT4G21770",17,29,91,39,41,64,95,59,121,35,22,17,86,78
"AT4G21780",0,1,1,1,0,0,1,1,0,1,1,0,2,3
"AT4G21790",524,498,1160,581,656,810,1665,862,1188,507,597,345,1241,1108
"AT4G21800",105,136,267,120,160,155,404,208,305,112,134,77,237,262
"AT4G21810",526,419,1063,441,665,608,1252,729,1016,401,496,273,995,958
"AT4G21820",4,11,23,19,11,17,26,25,29,7,6,2,27,28
"AT4G21830",18.85,18,27.61,10.43,16,16,32.34,18,28,20.86,16,5,35.78,12.38
"AT4G21840",3.15,0,6.39,1.57,0,0,4.66,0,0,1.14,0,0,9.22,2.62
"AT4G21850",127,153,479,128,136,434,466,417,664,175,128,50,528,467
"AT4G21860",355,389,788,417,457,600,1115,601,1003,344,460,188,708,783
"AT4G21865",7,4,6,3,1,6,10,9,4,2,3,3,10,9
"AT4G21870",18,11,28,20,18,17,45,19,26,13,11,3,19,26
"AT4G21880",6,7,38,12,13,28,58,27,36,10,5,4,43,26
"AT4G21890",16,27,52,16,33,36,67,42,56,24,18,5,61,45
"AT4G21895",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G21900",28,43,79,35,34,69,136,73,83,50,63,17,89,99
"AT4G21902",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AT4G21903",7,6,61,8,21,18,21,38,35,15,14,12,79,63
"AT4G21910",114,97,370,147,143,195,382,264,291,140,99,70,442,289
"AT4G21920",1,1,2,0,2,0,2,0,2,1,2,0,3,1
"AT4G21926",4,0,4,0,5,1,2,4,3,0,0,1,7,1
"AT4G21930",29,17,44,11,22,23,69,37,49,20,24,3,57,32
"AT4G21940",24,16,50,10,25,41,73,34,49,19,17,3,86,36
"AT4G21950",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT4G21960",4387,5067,12407,5331,5885,8321,13508,10060,14147,5171,4987,2432,12624,11349
"AT4G21970",22,14,40,17,27,11,40,18,21,17,22,4,37,29
"AT4G21980",353,237,757,354,530,393,942,453,790,313,311,208,728,635
"AT4G21990",32,39,144,50,22,48,58,67,128,46,18,11,64,62
"AT4G22000",36,34,82,34,26,57,85,63,72,35,25,11,74,65
"AT4G22010",163,181,467,204,249,541,816,497,768,238,199,78,627,581
"AT4G22030",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AT4G22035",0,0,0,0,2,3,1,0,2,1,0,0,0,0
"AT4G22050",11,5,16,8,2,16,2,16,43,5,6,3,23,22
"AT4G22060",0,0,1,0,0,0,1,0,0,0,0,1,1,2
"AT4G22070",6,6,34,3,13,5,19,16,18,8,8,3,26,16
"AT4G22080",2,2,25,6,8,6,21,6,9,5,1,1,14,14
"AT4G22090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G22100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G22105",0,0,0,0,0,0,0,0,0,0,0,2,1,0
"AT4G22110",1,0,1,1,2,1,3,3,6,3,0,1,8,2
"AT4G22115",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"AT4G22120",109,128,310,131,134,227,297,252,331,133,121,51,307,281
"AT4G22130",194,187,599,205,277,444,736,482,575,212,202,97,655,590
"AT4G22140",119,127,267,131,160,196,415,202,285,110,146,75,322,283
"AT4G22150",161,149,440,172,265,279,651,324,502,184,162,96,487,374
"AT4G22160",74,94,232,90,148,143,340,170,220,99,95,32,243,225
"AT4G22165",0,2,5,2,0,2,3,1,2,0,2,0,4,1
"AT4G22170",6,7,11,4,7,11,21,6,9,7,2,3,14,12
"AT4G22180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G22190",612,613,1351,667,893,1016,2278,1038,1532,599,646,384,1268,1524
"AT4G22200",116,124,330,118,135,252,440,240,455,159,126,40,387,281
"AT4G22210",0,0,4,3,4,3,10,5,3,1,2,0,8,0
"AT4G22212",79,78,283,70,57,86,136,149,114,71,55,18,308,159
"AT4G22214",0,2,5,2,1,2,6,5,2,1,0,0,5,1
"AT4G22217",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AT4G22220",338,359,894,434,516,621,1154,611,892,345,410,201,919,841
"AT4G22230",2,3,2,0,3,0,3,2,5,2,0,3,3,5
"AT4G22233",2,2,2,1,0,4,4,1,3,2,1,1,5,2
"AT4G22235",3,8,17,8,13,5,16,16,12,5,9,1,16,12
"AT4G22240",496,379,1180,487,664,763,1515,829,1190,442,431,217,1274,1084
"AT4G22250",7,14,32,10,15,22,40,36,30,14,10,6,28,31
"AT4G22260",174,159,431,193,232,268,555,278,435,167,188,113,381,388
"AT4G22265",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G22270",13,11,45,13,16,15,47,27,36,23,18,4,25,25
"AT4G22280",6,8.08,21.16,10.08,10.07,15.08,20.17,16.35,23.35,9,8,6.18,11.02,20.07
"AT4G22285",133.06,147.45,376.22,186.12,207.68,269.64,525.84,260.88,372.79,161.89,171.1,98.57,478.67,388.6
"AT4G22290",144,166,403,143,207,283,430,262,359,148,180,71,307,387
"AT4G22300",54,78,156,43,86,100,166,94,143,55,61,29,131,115
"AT4G22305",19,20,47,14,22,18,37,20,29,17,12,6,35,23
